City name;City name (CDP);City name (carbonn);City name (PKU);City name (GEA);City name (UITP);City name (WB);Definition (CDP);Definition (carbonn);Definition (WB);Study year (WB);Reporting year (CDP);Scope-1 GHG emissions [tCO2 or tCO2-eq];Scope-1 source dataset;Scope-1 GHG emissions units;Year of emission;Emissions protocol;Gases included (CDP);Methodology details (CDP);Increase/Decrease from last year (CDP);Reason for increase/decrease in emissions (CDP);Scope-2 (CDP) [tCO2-eq];Total emissions (CDP) [tCO2-eq];CDP2016 data edited (CDP);Emissions Quality Flag (CDP);S1 lower bound [tCO2] (CDP);S1 upper bound [tCO2] (CDP);S1 mean (CDP) [tCO2];TOT lower bound [tCO2] (CDP);TOT upper bound [tCO2] (CDP);TOT mean (CDP) [tCO2];Scope fraction (CDP);CO2 emissions per capita (PKU) [tCO2/capita];City location (CDP) [degrees];Coordinate source (others);Country;Region;Population (CDP);Population year (CDP);Population (carbonn);Population year (carbonn);Urban population (PKU);Population (GEA);Population (UITP);Population (WB);Population year (WB);Population (others);Population year (others);Population source (others);Population 1950 (WB);Population 1990 (WB);Population 2010 (WB);Population growth rate 1950-2010 (WB) [people/60years];Population growth rate 1990-2010 (WB) [people/20years];Ancillary from GEA+;City area (CDP) [km2];City area (GEA) [km2];City area (WB) [km2];Built-up area (PKU) [km2];City area (others) [km2];City area source year (others);City area source (others);Population density (GEA) [people/km2];Population density (UITP) [people/km2];Population density (WB) [people/km2];Population/sqrt(area) (GEA) [people/km];Population/sqrt(area) (WB) [people/km];Average altitude [m];Average annual temperature (CDP) [degrees Celsius];Weather station ID (GEA+);CDD 23C (GEA+) [degrees C × days];HDD 15.5C (GEA+) [degrees C × days];HDD 15.5C (clim) [degrees C × days];CDD 23C (clim) [degrees C × days];GDP (CDP) [multiple units];GDP unit (CDP);GDP year (CDP);GDP source (CDP);GDP (carbonn) [multiple units];nGDP (carbonn) [multiple units];GDP unit (carbonn);GDP year (carbonn);GDP (PKU) [10000 RMB];Income per capita (PKU) [RMB/capita];GDP-PPP (others) [$BN];GDP-PPP/capita (others) [USD/capita];GDP-PPP source (others);GDP-PPP year (others);nGDP (others) [$BN];nGDP/capita (others) [USD/capita];nGDP source (others);nGDP year (others);GDP-PPP/capita (GEA) [USD/year];GDP-PPP/capita (UITP) [USD/year];GDP-PPP/capita (WB) [USD/year];Total final consumption per capita (GEA) [GJ/capita/yr];Energy per capita CO2 (WB) [tCO2-eq/capita/yr];Diesel price (GEA+) [USD/liter];Gasoline price (GEA+) [USD/liter];Center of commerce index (GEA+) [dimensionless];Household size (GEA+) [people/household];Household size year (GEA+);Household source (GEA+);Household size comment (GEA+);Urbanization ratio (GEA+) [percent];Water bounded (GEA+);Other bounded (GEA+);Mean one-way travel time (others) [minutes];Mean one-way travel time year (others);Mean one-way travel time source (others);Diesel price 2014 (others) [USD/liter];Gasoline price 2014 (others) [USD/liter];Household size (others) [people/household];Household size year (others);Household size source (others);Household size comment (others);Congestion rank (INRIX) [dimensionless];Peak hours spent in congestion (INRIX) [hours];INRIX congestion index (INRIX) [dimensionless];Average congestion rate (INRIX) [percent];Congestion rank (TomTom) [dimensionless];Congestion level (TomTom) [× 100 percent];Congestion change (TomTom) [× 100 percent];Morning peak (TomTom) [percent];Evening peak (TomTom) [percent];Economy (IESE) [dimensionless];Environment (IESE) [dimensionless];Governance (IESE) [dimensionless];Human capital (IESE) [dimensionless];International impact (IESE) [dimensionless];Mobility and transportation (IESE) [dimensionless];Public management (IESE) [dimensionless];Social cohesion (IESE) [dimensionless];Technology (IESE) [dimensionless];Urban planning (IESE) [dimensionless];CIMI (IESE) [dimensionless];CIMI ranking (IESE) [dimensionless];CIMI performance (IESE) [dimensionless];Urban area name (UEX);Low BUA - 1990 (UEX) [km2];Low BUA - 2000 (UEX) [km2];Low BUA - 2014 (UEX) [km2];High BUA - 1990 (UEX) [km2];High BUA - 2000 (UEX) [km2];High BUA - 2014 (UEX) [km2];Low BUA % - 1990 (UEX) [percent];Low BUA % - 2000 (UEX) [percent];Low BUA % - 2014 (UEX) [percent];High BUA % - 1990 (UEX) [percent];High BUA % - 2000 (UEX) [percent];High BUA % - 2014 (UEX) [percent];Low BUA population density - 1990 (UEX) [people/km2];High BUA population density - 1990 (UEX) [people/km2];Low BUA population density - 2000 (UEX) [people/km2];High BUA population density - 2000 (UEX) [people/km2];Low BUA population density - 2014 (UEX) [people/km2];High BUA population density - 2014 (UEX) [people/km2];Exports (others) [m3];Production (others) [m3];Natgas Export/Production ratio (others);CH4_waste/capita (others) [tCH4/capita];CH4_waste+natgas/capita (others) [tCH4/capita];Corrected CH4_(waste+natgas)/capita (others) [tCH4/capita];Year from CIA (others);AQF (CDP/GEA);AQF (CDP/WB);AQF (CDP/OTHERS);AQF (PKU/GEA);AQF (PKU/WB);AQF (PKU/OTHERS);PQF (CDP);PQF (carbonn);PQF (WB);PQF (WB2010);PQF (OTHERS);HQF (GEA+);HQF (OTHERS)
Recife;Municipality of Recife;;;;;;Administrative boundary of a local government;;;;2017;1333830.0;CDP;tCO2-eq;2015;Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI);"CO2;CH4;N2O";;Decreased;The reason why the emissions from Recife has decreased was the change on methodology to calculate it. According to that,biofuels aren't considered carbon emitter anymore.;371415.0;1705245.0;Replaced by CDP2017 data. Reason: Both scopes missing (Case 4b) in CDP2016. Soln: Updated with CDP2017 values that contain at least one scope;B;570118.404294438;645607.5872273976;607862.9957609178;941533.404294438;1017022.5872273976;979277.9957609178;1.0;;-8.057838,-34.882897;https://en.wikipedia.org/wiki/Recife;Brazil;Latin America & Caribbean;1625583.0;2016.0;;;;;;;;1555039.0;2012;(Municipality) https://en.wikipedia.org/wiki/Recife;;;;;;;218.0;;;;218.0;2012;(Municipality) https://en.wikipedia.org/wiki/Recife;;;;;;4.0;26.0;;;;0;521;10837028.0;;2011;IBGE;;;;;;;40.483;10359.0;[1];2014;36.0;9753.454348415064;[19];;;;;;;;;;;;;;;;;34.9;2009;"discussion paper  (http://www.ipea.gov.br/portal/images/stories/PDFs/TDs/td_1813a.pdf)
1813a, COMMUTE TIME IN BRAZIL (1992-2009): DIFFERENCES BETWEEN METROPOLITAN  AREAS, BY INCOME LEVELS AND GENDER";1.02;1.27;3.24669572643036;2010;http://cod.ibge.gov.br/GNPS          (population est 1.625.583) 2010 census;;106.0;36.0;6.9;13.4%;43;0.37;-0.06;60%;65%;173.0;144.0;134.0;148.0;166.0;150.0;93.0;132.0;114.0;116.0;45.4;151.0;M;Municipality of Recife Urban Area;157.875;172.25;185.4375;176.875;194.625;214.375;0.471620612397311;0.46950596252129506;0.463811161481945;0.528379387602689;0.530494037478705;0.536188838518055;209.122131172769;5862.964082225761;4908.67972466721;11328.779147905701;5035.46964027031;11904.323517808301;11700000000.0;17030000000.0;0.6900000000000001;0.015120342600000001;0.0204194776;0.0167788505;;;;1.0;;;;1.0;;;;1.0;;1.0
Stockholm;City of Stockholm;;;Stockholm county;Stockholm;;Administrative boundary of a local government;;;;2017;1834343.0;CDP;tCO2-eq;2015;Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI);"CO2;CH4;N2O";;Decreased;Total emissions from the categories in Stockholm estimates at system boundaries have been reduced significantly over the past 10 years. Meanwhile,the population has grown by about 200 000 inhabitants. In Stockholm,it can be said that the reduction in per capita emissions by half will depend on the actual response,half of the population growth. The greenhouse gas emissions in Stockholm is calculated to 2.5 tonnes per capita in 2015,which can be compared to 2.6 tonnes per capita in 2014. Energy use for heating has decreased,which is due to energy efficiency measures and conversions (from oil to heat pumps). Stockholm has a clear reduction of the energy supply per capita for heating sector. Electricity use is however quite constant. The car traffic is constant in the last years even though the population has increased. However,there has been an increase in truck traffic. The overall greenhouse gas emissions from transportation is constant over the last years.;859099.0;2693442.0;Replaced by CDP2017 data. Reason: Both scopes missing (Case 4b) in CDP2016. Soln: Updated with CDP2017 values that contain at least one scope;B;937311.4839813312;1000320.5444261228;968816.014203727;1796410.4839813309;1859419.5444261231;1827915.0142037272;1.0;;59.3293235,18.0685808;https://en.wikipedia.org/wiki/Stockholm;Sweden;Europe;923516.0;2015.0;;;;1889945.0;1725756.0;;;901000.0;2016;http://www.c40.org/cities/stockholm;;;;;;1.0;216.0;6488.0;;;216.0;2016;http://www.c40.org/cities/stockholm;291.29855117139334;2903.0;;23463.55131461602;;50.0;7.0;ESSB;18.0;3210.0;3172;0;416797.0;;2013;GDP is in (ppp)(mllion) source: Statistics Sweden;;;;;;;142.953;56250.0;[1];2014;143.0;71428.57142857142;[19];;45421.58252398524;33437.69;;70.40807367410163;;1.52;1.38;56.67;1.9300000000000002;2011;http://www.ssd.scb.se/databaser/makro/start.asp?lang=2;Calculation: population/households (863110/445676);84.319;1.0;Marshland?;35.0;2009;TORONTO AS A GLOBAL CITY:Scorecard on Prosperity – 2015, pg. 25, report by Toronto Board of Trade (downloaded fie: Toronto_scorecard_2015.pdf);1.82;1.82;2.11326885192076;2016;http://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101S/HushallT03/table/tableViewLayout1/?rxid=5b1086fd-d703-4c03-8791-3c76c740804f;;116.0;35.0;5.9;10.7%;92;0.28;-0.01;48%;61%;24.0;4.0;30.0;75.0;37.0;7.0;81.0;54.0;55.0;66.0;77.76;25.0;RA;City of Stockholm Urban Area;199.0625;217.375;223.6875;308.125;329.5;358.25;0.392483056069008;0.39748571428571305;0.38438406186231305;0.6075169439309921;0.602514285714286;0.615615938137687;651.935144612131;6893.0567278766;511.96761820735986;4056.2509524587103;566.552719406713;4762.16149759392;0.0;1.0;0.0;0.032253384100000004;0.0346900756;0.0346900756;;0.0;;1.0;;;;1.0;;;;1.0;1.0;1.0
Boston;City of Boston;;;;;;Administrative boundary of a local government;;;;2016;3603270.0;CDP;tCO2-eq;2014;Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI);"CO2;CH4;N2O";For its inventory, the City of Boston relies on a mix of actual measurements and modeled calculations. Actual measurements are available for electricity, natural gas, and steam (obtained directly from energy utilities), and all sources related to mass transit, the airport, and water and sewer (obtained from the regional authorities). Regional transportation models are used to calculate vehicle-miles-traveled in Boston, which are then split into diesel and gasoline based on the State diesel and gas consumption split. Then each fuel type is divided into the average fleet mix categories (ICLEI 2009) and the EPA emissions factor for each vehicle type are applied to calculate the GHG. A 10% ethanol content for gasoline is also accounted for.  Fuel oil consumption is estimated based on sampling, U.S. Census data, and some state consumption figures.;Decreased;Overall GHGs decreased by about 2,000 metric tonnes,or 0.03%. This could be in part because there was only a small increase in heating degree days (HDD) from 2013 to 2014 (6.5%),and natural gas used declined more than 4.5%. Meanwhile the electricity emissions factor fell by a few points,while electricity use increased only 1.2%.;2462912.0;6066182.0;;A;2958166.9932224;3283130.8190104;3120648.9061164;5421078.9932224015;5746042.8190104;5583560.9061164;1.0;;42.3584308,-71.0597732;https://en.wikipedia.org/wiki/Boston;USA;North America;646000.0;2013.0;;;;;;;;673184.0;2016;https://www.census.gov/quickfacts/fact/table/bostoncitymassachusetts/PST045216;;;;;;;124.0;;;;125.04471720000001;2010;https://www.census.gov/quickfacts/fact/table/bostoncitymassachusetts/PST045216;;;;;;2.0;10.0;;;;1889;34;103067100436.0;USD     US Dollar;2015;Boston Redevelopment Authority analysis using data from the Bureau of Economic Analysis and the National Bureau of Economic Research;;;;;;;360.11;76204.0;[1];2014;296.0;64869.603331141785;[19];;;;;;;;;;;;;;;;;29.25;2013;TORONTO AS A GLOBAL CITY:Scorecard on Prosperity – 2015, pg. 25, report by Toronto Board of Trade (downloaded fie: Toronto_scorecard_2015.pdf);0.97;0.86;2.35;2011-2015;https://www.census.gov/quickfacts/fact/table/bostoncitymassachusetts/PST045216;;18.0;58.0;10.2;13.4%;97;0.28;0.03;43%;54%;3.0;120.0;6.0;2.0;69.0;12.0;8.0;76.0;17.0;27.0;88.9;4.0;RA;Boston Urban Area;594.5;627.9375;611.125;1072.0625;1134.3125;1294.3125;0.35672229514344606;0.356327138601219;0.32072686718929405;0.643277704856554;0.64367286139878;0.679273132810706;701.6774854366852;3712.916087438061;370.8739737216209;2144.1020900354997;254.12329738074402;2020.0744016641895;42870000000.0;766200000000.0;0.06;0.017698981699999002;0.036729479100000004;0.0356646952;;;;1.0;;;;1.0;;;;1.0;;1.0
Nashville and Davidson;Metropolitan Government of Nashville and Davidson County;;;;;;Administrative boundary of a local government;;;;2017;6680194.0;CDP;tCO2-eq;2014;Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI);"CO2;CH4;N2O";;Increased;There was a small increase since the 2011 inventory,which was an incomplete inventory due to limited availability of data. Because of limited documentation of the 2011 inventory,it is difficult to compare the two inventories. There has been a decrease in emissions since the 2005 inventory,even with a growing population. Contributing to decreases in reported community emissions are lower emissions from Nashville’s electric power source,TVA (their emissions per unit energy output declined by about 15% from 2005 to 2014),and more efficient vehicles (vehicle CO2e emissions per mile have decreased from about 450 to 350 grams/mile between 2005 and 2014). Meanwhile (although specific data is unavailable to demonstrate the quantity),building energy efficiency has been improving through both new and retrofit projects during this time frame. LEED certification and Energy Star are examples of growing programs that help improve building energy efficiency.;5801169.0;12481363.0;Replaced by CDP2017 data. Reason:  TOT = s1, s2 does not exist (Case 1b) in CDP2016. Soln: Replace with CDP2017 values (TOT, s1 and s2);A;6002247.660730283;6343755.9683547225;6173001.814542502;11803416.66073028;12144924.96835472;11974170.8145425;1.0;;36.1627,-86.7816;https://en.wikipedia.org/wiki/Nashville-Davidson_(balance),_Tennessee;USA;North America;678889.0;2015.0;;;;;;;;660388.0;2016;https://www.census.gov/quickfacts/fact/table/nashvilledavidsonbalancetennessee/PST045216;;;;;;;1367.0;;;;1230.5819486999999;2010;https://www.census.gov/quickfacts/fact/table/nashvilledavidsonbalancetennessee/PST045216;;;;;;182.0;15.1;;;;493;247;106695000000.0;USD     US Dollar;2014;MSA Data (not county only) from US DOC's BEA http://bea.gov/iTable/iTable.cfm?reqid=70&step=10&isuri=1&7003=200&7035=-1&7004=naics&7005=-1&7006=34980&7036=-1&7001=2200&7002=2&7090=70&7007=2014&7093=levels#reqid=70&step=10&isuri=1&7003=200&7004=naics&7035=-1&7005=-1&7006=34980&7001=2200&7036=-1&7002=2&7090=70&7007=2014&7093=levels;;;;;;;94.968;53193.0;[1];2014;73.0;45710.70757670632;[19] The numbers are for Nashville only.;;;;;;;;;;;;;;;;;24.1;2015;https://datausa.io/profile/geo/nashville-davidson-metropolitan-government-(balance)-tn/;0.97;0.86;2.4;2011-2015;https://www.census.gov/quickfacts/fact/table/nashvilledavidsonbalancetennessee/PST045216;;126.0;34.0;5.8;11.4%;122;0.23;0.01;41%;62%;;;;;;;;;;;;;;Metropolitan Government of Nashville and Davidson County Urban Area;303.0;307.3125;302.0;433.875;501.9375;568.75;0.411195928753181;0.37974976830398505;0.346827447602641;0.588804071246819;0.620250231696015;0.653172552397359;386.588840685609;1328.7646326961599;239.444442228815;991.981189405231;208.33685493226295;1093.06139302457;42870000000.0;766200000000.0;0.06;0.017698981699999002;0.036729479100000004;0.0356646952;;;;1.0;;;;1.0;;;;1.0;;1.0
Denver;City of Denver;;;Denver;;Denver;Administrative boundary of a local government;;City and County;2005.0;2016;4557000.0;CDP;tCO2-eq;2014;Other;"CO2;CH4;N2O";"The methodology is explained in more detail in the peer-reviewed  journal paper ""A Demand-Centered, Hybrid Life-Cycle Methodology for City-Scale Greenhouse Gas Inventories"" located at http://pubs.acs.org/doi/abs/10.1021/es702992q .";Decreased;Denver saw a slight decrease over 2013 emissions,primarily due to reductions in the built environment.  Although Denver is currently undergoing a construction boom,our sole utilities electricity emission factor has fallen as a result of increased renewables and power plant switches away from coal and on to natural gas.;4385000.0;8942000.0;;A;3894059.7952238526;4228008.921098889;4061034.3581613707;8279059.795223853;8613008.921098888;8446034.358161371;1.0;;39.737567,-104.9847179;https://en.wikipedia.org/wiki/Denver;USA;North America;663862.0;2014.0;;;;579744.0;;579744.0;2005.0;693060.0;2016;https://www.census.gov/quickfacts/fact/table/denvercitycolorado/PST045216;505000.0;1528000.0;2492000.0;1.026961772242831;1.024757803610338;1.0;401.0;401.3;401.3;;396.26847000000004;2010;https://www.census.gov/quickfacts/fact/table/denvercitycolorado/PST045216;1444.6648392723648;;1444.6648392723648;28940.210306407887;28940.210306407887;1609.0;10.1;KBJC;247.0;2446.0;627;48;187111000000.0;USD     US Dollar;2014;BEA Denver Metro Area;;;;;;;169.737;61795.0;[1];2014;142.0;55425.44886807181;[19];;58011.47377702888;;58011.47377702888;221.4957092095821;17.69;0.78;0.56;;2.5;2010.0;http://factfinder2.census.gov/faces/tableservices/jsf/pages/productview.xhtml?pid=DEC_10_DP_DPDP1&prodType=table;metro area;80.73100000000002;0.0;Mountains;24.8;(2011-2015);;0.97;0.86;2.3;2011-2015;https://www.census.gov/quickfacts/fact/table/denvercitycolorado/PST045216;;107.0;36.0;6.4;8.3%;136;0.2;-0.01;33%;44%;;;;;;;;;;;;;;Denver Urban Area;358.25;363.75;362.5625;953.5625;1076.875;1162.6875;0.27309543094001604;0.252494577006508;0.23770693328962503;0.726904569059983;0.7475054229934921;0.7622930667103751;293.128199234298;1055.4147802068699;351.70179369122496;1707.25899252113;312.471720135466;2009.89664902571;42870000000.0;766200000000.0;0.06;0.017698981699999002;0.036729479100000004;0.0356646952;;1.0;1.0;1.0;;;;1.0;;0.0;1.0;1.0;1.0;1.0
Sao Paulo;;Municipality of São Paulo;;Sao Paulo;Sao Paulo;Sao Paulo;;Municipality;City;2000.0;;15880130.359;carbonn;tCO2-eq;2011;Community;;;;;;;;;;;;;;;;;;carbonn;Brazil;Latin America & Caribbean;;;11253503.0;2010.0;;10434252.0;16562226.999999998;10434252.0;2000.0;12106919.999999998;2017;Wikipedia;2334000.0;14776000.0;19649000.0;1.036145296796117;1.014353141357251;1.0;;1522.986;1522.986;;1521.11;2017;Wikipedia;6851.1805098668;7765.999999999999;6851.1805098668;267370.4245750429;267370.4245750429;;;SBSP;256.0;120.0;0;4;;;;;255288000000.0;296267786865.972;USD;1971;;;430.51;20650.0;[1];2014;437.0;22200.7722007722;[3], [19];2010;12273.046148780848;5319.33;12273.046148780848;22.972598373889003;0.9;1.03;1.26;42.7;3.14;2010.0;http://www.ibge.gov.br/cidadesat/topwindow.htm?1;Calculation: population/households;82.834;0.0;Near coast and not on;;;;1.02;1.27;;;;;6.0;77.0;15.8;20.8%;71;0.30000000000000004;0.01;42%;53%;;;;;;;;;;;;;;Sao Paulo Urban Area;781.8125;840.9375;901.125;2086.6875;2146.0625;2214.6875;0.27255098483528;0.28153247405423504;0.289210278217961;0.727449015164719;0.718467525945765;0.710789721782039;1341.5213372727;9884.85787205417;428.039632853319;8451.181363865171;456.961775834498;9351.4686561422;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;1.0;
Lagos;City of Lagos;;;;;;A metropolitan area;;;;2016;29426266.0;CDP;tCO2-eq;2014;Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI);"CO2;CH4";;Other;This is our baseline Emission inventory done in 2014. We did not do any inventory in 2015,However we intend to commence as soon as possible.;;29426266.0;CDP2016 TOT likely wrong because one scope is missing.;E;25804083.98199999;26810899.5064;26307491.7442;25804083.98199999;26810899.5064;26307491.7442;;;6.524379,3.379206;https://en.wikipedia.org/wiki/Lagos;Nigeria;Africa;21000000.0;2016.0;;;;;;;;21000000.0;2015;https://en.wikipedia.org/wiki/Lagos#cite_note-Lagos_State_Government-8 (estimated, metro area);;;;;;;3577.0;;;;2706.7;2015;(estimate, metropolitan area) https://en.wikipedia.org/wiki/Lagos#cite_note-metrolagospop-3;;;;;;34.0;30.0;;;;0;899;1366000000000.0;USD     US Dollar;2016;www.lagosstate.gov.ng;;;;;;;35.0;;[2];2008;28.0;2595.476455320727;[19];;;;;;;;;;;;;;;;;;;;0.84;0.56;;;;;;;;;;;;;;110.0;171.0;162.0;173.0;179.0;168.0;28.0;176.0;179.0;180.0;32.87;179.0;B;City of Lagos Urban Area;390.0;385.1875;414.6875;908.3125;1212.8125;1462.1875;0.300389929235065;0.241043491864831;0.220945720945721;0.6996100707649351;0.758956508135169;0.779054279054279;1889.5171125019501;3327.33113914593;340.403198379633;6779.2641493127185;402.855278532588;8409.40288250037;25000000000.0;31360000000.0;0.8;0.004447902199999;0.0128907997;0.006160173499999;;;;1.0;;;;1.0;;;;1.0;;
Canberra;Canberra;;;;;;Administrative boundary of a local government;;;;2016;1757500.0;CDP;tCO2-eq;2015;2006 IPCC Guidelines for National Greenhouse Gas Inventories;"CO2;CH4;N2O;HFCs;SF6";The ACT Government receives disaggregated national data each year from the Australian Government which is consistent with the IPCC guidelines. However, the ACT Government is required to record its own electricity, gas and transport data as this is not provided by the national government at the ACT scale.;Increased;The ACT emissions have increased by 4.6% since the last inventory. This is largely due to two external factors. The first is the National repeal of the carbon price,which saw a higher percentage of supplied energy come from fossil fuels,increasing the emissions factor for the electricity grid despite the ACT’s own renewable energy coming online. The second was a below average minimum winter temperatures which are linked to more days requiring heating for households. The slight increase in demand for electricity,coupled with the increased emission factor saw a spike in emissions from the electricity sector compared to last year.;2246400.0;4003900.0;;A;1380253.94256;1446214.24592;1413234.09424;3626653.94256;3692614.2459199997;3659634.09424;1.0;;-35.3075,149.1244;https://en.wikipedia.org/wiki/Canberra;Australia;Oceania;400000.0;2016.0;;;;;;;;381488.0;2013;"https://en.wikipedia.org/wiki/Canberra#cite_note-ABSERP13-1; https://en.wikipedia.org/wiki/Canberra#cite_note-3218-0-2";;;;;;;2358.0;;;;814.2;2009;https://en.wikipedia.org/wiki/Canberra#cite_note-area-4;;;;;;578.0;13.5;;;;1484;30;34866000000.0;AUD     Australian Dollar;2015;ABS, 2015;;;;;;;;;;2008;;;;;;;;;;;;;;;;;;;;22.0;2014-2017;https://www.numbeo.com/traffic/in/Canberra [BASED ON 31 CONTRIBUTORS];1.28;1.23;2.6;2011;http://www.censusdata.abs.gov.au/census_services/getproduct/census/2011/quickstat/8001?opendocument&navpos=220;;;;;;-;0.2;0.03;38%;32%;;;;;;;;;;;;;;Canberra Urban Area;57.125;58.125;59.0625;136.6875;141.6875;147.25;0.294743631086746;0.290897716609321;0.286276885792184;0.705256368913253;0.709102283390679;0.7137231142078161;188.620329937635;1630.63799776487;106.911659870202;1343.59591482795;87.7835830295015;1636.42460073857;31610000000.0;62640000000.0;0.5;0.0277933709;0.039682077;0.0336826837;;;;0.0;;;;1.0;;;;1.0;;1.0
Minneapolis;City of Minneapolis;;;Minneapolis;;Minneapolis;Administrative boundary of a local government;;City;2005.0;2016;2890572.0;CDP;tCO2-eq;2014;U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI);"CO2;CH4;N2O";"A note regarding how double counting is avoided for stationary sources: - natural gas consumption at stationary sources is removed from natural gas total and the associated emissions are part of the electricity sector.  
- electricity production due to waste incineration is removed from the electricity total and the associated emissions are part of solid waste sector.";Increased;Heating degree days increased 5.7% over the 2013 inventory,leading to a 8.9% increase in natural gas use.  The natural gas increase was the major contributor to the overall rise.  Electricity use fell 1.2%,while other categories changed less than 1% or total contribution to the inventory was negligible and of low confidence (solid waste).;1904136.0;4794708.0;;A;2483930.4209274207;2688771.821248866;2586351.121088144;4388066.420927421;4592907.821248867;4490487.121088143;1.0;;44.983334,-93.26667;https://en.wikipedia.org/wiki/Minneapolis;USA;North America;407207.0;2014.0;;;;378622.6779574728;;387711.0;2005.0;413651.0;2016;https://www.census.gov/quickfacts/fact/table/minneapoliscityminnesota/PST045216;996000.0;2087000.0;2802000.0;1.017388474024127;1.014839316394866;1.0;139.8;151.3;151.3;;139.7817603;2010;https://www.census.gov/quickfacts/fact/table/neworleanscitylouisiana,minneapoliscityminnesota,losangelescitycalifornia/PST045216;2502.463172223879;;2562.531394580304;30781.314262996588;31520.177815553707;264.0;7.9;KMSP;193.0;3512.0;1428;27;235700000000.00003;USD     US Dollar;2014;http://www.bea.gov/iTable/iTable.cfm?reqid=70&step=1&isuri=1&acrdn=3#reqid=70&step=10&isuri=1&7003=200&7035=-1&7004=naics&7005=-1&7006=33460&7036=-1&7001=2200&7002=2&7090=70&7007=2014&7093=levels;;;;;;;211.398;60544.0;[1];2014;181.0;54948.391013964785;[19];;59580.91142860075;;59580.91142860075;157.36223659400804;18.28;0.78;0.56;;2.5300000000000002;2010.0;http://factfinder2.census.gov/faces/tableservices/jsf/pages/productview.xhtml?pid=DEC_10_DP_DPDP1&prodType=table;;80.73100000000002;0.0;;22.7;(2011-2015);;0.97;0.86;2.27;2011-2015;https://www.census.gov/quickfacts/fact/table/minneapoliscityminnesota/PST045216;;81.0;40.0;6.4;6.9%;166;0.16;0.01;27%;42%;;;;;;;;;;;;;;City of Minneapolis Urban Area;587.9375;582.375;577.875;1302.9375;1436.3125;1531.0;0.31093409135982;0.28849190377411105;0.27402050856499305;0.68906590864018;0.7115080962258891;0.7259794914350071;242.96315132669997;1236.25317635553;321.661220859692;1367.29719445891;290.55508407483;1409.1338512913;42870000000.0;766200000000.0;0.06;0.017698981699999002;0.036729479100000004;0.0356646952;;1.0;1.0;1.0;;;;1.0;;0.0;1.0;1.0;1.0;1.0
Rajkot;;Rajkot Municipal Corporation;;;;;;Municipality;;;;2019912.0;carbonn;tCO2-eq;2015;Community - GPC;;;;;;;;;;;;;;;;;;carbonn;India;South Asia;;;1432734.0;2011.0;;;;;;1442975.0;2016;Wikipedia;;;;;;;;;;;170.0;2016;Wikipedia;;;;;;;;;;;2;1296;;;;;2311286995.0;2688919161.61351;USD;2015;;;;;;;2.688919161613509;;carbonn, scaled to $BN USD;;;;;;;;;;;;;;;;;;;;0.91;1.1;;;;;;;;;;;;;;;;;;;;;;;;;;;Rajkot Urban Area;41.25;50.75;65.3125;54.375;66.875;92.375;0.43137254901960803;0.43145589798087103;0.41418945699564;0.568627450980392;0.5685441020191291;0.58581054300436;1394.50326536947;13149.6195165176;1716.7140489117098;17617.3100193487;1532.16242754753;16305.367102761102;;;;;;;;;;;;;;;1.0;;;1.0;;
